HHLDNO,CERTMTH,RAWBEN,EXPEDSER,FSMEDEXP,FSDEPDED,RAWNET,SUA1,SUA2,FSCSEXP,RENT,SHELDED,ALLADJ,AMTADJ,REP_SYS,CTPRHH,FSCSDED,RAWGROSS,RAWERND,FSMEDDED,UTIL,FSNDISCA,FSNDIS,LASTCERT,BENFIX,FSUSIZE,BENMAX,MINIMUM_BEN,FSNKID,FSERNDED,FSSLTDED,FSSTDDED,FSTOTDED,SHELCAP,NONCIT_HEAD,COMPOSITION,MED_DED_DEMO,ERN_INC_DED_PCT,FSSLTEXP,NETSCRN,GROSSCRN,,,,,FSOTHERN,FSSLFEMP,FSWAGES,FSCSUPRT,FSTANF,FSCONT,FSDEEM,FSOTHGOV,FSOTHUN,FSSOCSEC,FSEDLOAN,FSGA,FSUNEMP,FSVET,FSWCOMP,FSDIVER,FSSSI,FSWGESUP,FSENERGY,FSEITC,FSFOSTER,TANF_IND,FSEARN,FSUNEARN,FSGRINC,EXCL_FSCSDED,TPOV,WRK_POOR,FSNETINC,FSBEN,FSMINBEN,SSI_CAP,FSSTDDE2,FSERNDE2,FSDEPDE2,FSMEDDE2,FSSLTDE2,FSTOTDE2,PURE_PA,ASSLIM,FSASTEST,FSGRTEST,FSNETEST,FSBENSUPP,SUPP_BEN,FSNONCIT,FSDIS,FSELDER,FSKID,HH_Member__AGE1,HH_SEX,HH_RACE,HH_FSAFIL,HH_CTZN,HH_YRSED,HH_EMPRG,HH_EMPSTA,HH_EMPSTB,HH_WAGES,HH_SLFEMP,HH_EITC,HH_OTHERN,HH_SOCSEC,HH_VET,HH_SSI,HH_UNEMP,HH_WCOMP,HH_OTHGOV,HH_WRKREG,HH_ABWDST,HH_NDISCA,HH_WORK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,36,212,Not entitled to expedited service,0,0,227,Uses higher standard and does not receive LIHEAA assistance,Not prorated,0,124,621,No adjustment,0,Other,1,0,1041,0,0,921,0,0,24,212,1,281,23,0,0,621,193,814,624,Head of unit is a citizen,No children,0,0.1999999285,1045,1133,1473,BudgetStay Motel,680 Eight Mile Rd,Detroit,48209,0,0,0,0,0,0,0,0,0,1041,0,0,0,0,0,0,0,0,0,0,0,0,0,1041,1041,0,92,0,227,212,0,Not in SSI-CAP,289,0,0,0,621,814,0,4250,1,1,1,95,1,0,0,1,0,79,Male,Black or African American,Eligible member of SNAP case under review and entitled to receive benefits,US-born citizen,High school graduate or GED,Not participating in E&T,Not in labor force and not looking for work,Not employed,0,0,0,0,1041,0,0,0,0,0,"Federal exemption, physically or mentally unfit for employment",Not an able-bodied adult without dependents (ABAWD),Not in universe (AGEI not within the age range subject to time limits),0,4261 Sycamore Ln,Auburn Hills,MI,48059,Carter,Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,
30,12,947,Not entitled to expedited service,0,0,1774,Uses higher standard and does not receive LIHEAA assistance,Not prorated,0,788,548,No adjustment,0,Simplified reporting (exceeding 130% of income poverty guidelines),7,0,3225,645,0,921,0,0,9,947,7,1480,23,5,645,548,258,1451,624,Head of unit is a citizen,Child(ren) and married unit head (spouse may be nonparticipating; includes married teens),0,0.1999999285,1709,3493,4541,Dollar Saver Mart,456 Michigan Ave,Detroit,48202,0,0,3225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3225,0,3225,0,92,1,1774,947,0,Not in SSI-CAP,387,967,0,0,548,1451,0,2750,1,1,1,533,1,1,0,0,1,36,Male,Asian,Eligible member of SNAP case under review and entitled to receive benefits,Naturalized citizen,High school graduate or GED,Not participating in E&T,Employed by other,Full-time (40 hours or more),3225,0,0,0,0,0,0,0,0,0,"Federal exemption, working and/or earning the equivalent of 30 hours per week",Not an able-bodied adult without dependents (ABAWD),"Age within the range subject to time limits, but not adult without a disability in childless unit",1,1779 University Ter,Farmington Hills,MI,49854,Dominic,Johnson,Jeremiah,Olson,22,,,,Edward,Johnson,2,Lily,Olson,11,Rebecca,Olson,16,Aiden,Olson,5,Brooklyn,Olson,1,,,,,
31,12,278,Not entitled to expedited service,0,0,1675,Uses higher standard and does not receive LIHEAA assistance,Not prorated,0,0,56,No adjustment,0,Simplified reporting (exceeding 130% of income poverty guidelines),3,0,2297,373,0,921,0,0,8,319,3,740,23,2,373,56,193,622,624,Head of unit is a citizen,Child(ren) and one female adult,0,0.1999999285,921,1920,2495,QuickShip Warehouse,791 Conant St,Detroit,48210,0,0,1868,429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1868,429,2297,0,120,1,1675,237,0,Not in SSI-CAP,249,429,0,0,56,622,0,2750,1,1,1,503,1,0,0,0,1,32,Female,Black or African American,Eligible member of SNAP case under review and entitled to receive benefits,US-born citizen,High school graduate or GED,Not participating in E&T,Employed by other,20â€“29 hours/week,1868,0,0,0,0,0,0,0,0,0,Work registrant,Not an able-bodied adult without dependents (ABAWD),"Age within the range subject to time limits, but not adult without a disability in childless unit",1,4372 Roosevelt Rd,Holland,MI,48850,Nova,Johnson,,,,,,,Gabriel,Johnson,8,Paul,Johnson,1,,,,,,,,,,,,,,
32,12,525,Not entitled to expedited service,0,752,246,Uses higher standard based on LIHEAA assistance,Not prorated,0,492,624,No adjustment,0,Simplified reporting (exceeding 130% of income poverty guidelines),3,0,2257,441,0,921,0,0,1,665,3,740,23,2,441,624,193,2010,624,Head of unit is a citizen,Child(ren) and one female adult,0,0.1999999285,1413,1920,2495,Golden Crust Pizza,102 Washtenaw Ave,Ann Arbor,48104,0,0,2207,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,2207,50,2257,0,118,1,247,665,0,Not in SSI-CAP,193,441,774,0,624,2010,0,2750,1,1,1,95,1,0,0,0,1,32,Female,(Hispanic or Latino) and White,Eligible member of SNAP case under review and entitled to receive benefits,US-born citizen,Grade 11,Not participating in E&T,Employed by other,30â€“39 hours/week,2207,0,0,0,0,0,0,0,0,0,"Federal exemption, working and/or earning the equivalent of 30 hours per week",Not an able-bodied adult without dependents (ABAWD),"Age within the range subject to time limits, but not adult without a disability in childless unit",1,2244 Park Ln,Bad Axe,MI,49096,Sophia,Cruz,,,,,,,Lily,Cruz,9,Owen,Cruz,2,,,,,,,,,,,,,,
33,36,38,Not entitled to expedited service,0,0,798,Uses higher standard and does not receive LIHEAA assistance,Not prorated,0,342,576,Prorated benefit,3,Other,1,0,1567,0,0,921,0,0,0,38,1,281,23,0,0,576,193,769,624,Head of unit is a citizen,No children,0,0.1999999285,1263,1133,1473,QuickShip Warehouse,791 Conant St,Detroit,48210,0,0,0,0,0,0,0,0,0,1567,0,0,0,0,0,0,0,0,0,0,0,0,0,1567,1567,0,138,0,798,41,0,Not in SSI-CAP,289,0,0,0,576,769,0,4250,1,1,1,240,1,0,0,1,0,69,Male,White,Eligible member of SNAP case under review and entitled to receive benefits,US-born citizen,High school graduate or GED,Not participating in E&T,Not in labor force and not looking for work,Not employed,0,0,0,0,1567,0,0,0,0,0,"Federal exemption, other",Not an able-bodied adult without dependents (ABAWD),Not in universe (AGEI not within the age range subject to time limits),0,4812 University Ter,Royal Oak,MI,48256,Noah,Hill,,,,,,,,,,,,,,,,,,,,,,,,,,
34,12,811,Not entitled to expedited service,0,0,1060,Uses higher standard and does not receive LIHEAA assistance,Not prorated,0,8,624,No adjustment,0,Simplified reporting (exceeding 130% of income poverty guidelines),5,0,1783,231,0,921,0,0,6,797,5,1116,23,3,231,266,225,722,624,Head of unit is a citizen,Child(ren) with other multiple adults,0,0.1999999285,929,2706,3518,CareFirst Home Aides,546 Packard St,Ann Arbor,48108,0,0,1157,626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1157,626,1783,0,66,1,1061,797,0,Not in SSI-CAP,338,347,0,0,266,722,0,2750,1,1,1,319,1,0,0,0,1,38,Female,White,Eligible member of SNAP case under review and entitled to receive benefits,US-born citizen,High school graduate or GED,Not participating in E&T,Employed by other,1â€“19 hours/week,1157,0,0,0,0,0,0,0,0,0,Work registrant,Not an able-bodied adult without dependents (ABAWD),"Age within the range subject to time limits, but not adult without a disability in childless unit",1,4110 Lincoln Pl,Grosse Pointe Woods,MI,48881,Ayla,Stewart,Jade,Jacobs,22,,,,Bruce,Stewart,15,Ella,Jacobs,7,Hannah,Jacobs,12,,,,,,,,,,"Paycheck indicates bi-monthly, application says bi-weekly",
35,36,281,Not entitled to expedited service,0,0,0,Uses higher standard and does not receive LIHEAA assistance,Not prorated,0,76,673,No adjustment,0,Other,1,0,841,0,0,921,0,0,9,281,1,281,23,0,0,673,193,866,624,Head of unit is a citizen,No children,0,0.1999999285,997,1133,1473,Golden Crust Pizza,102 Washtenaw Ave,Ann Arbor,48104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,841,0,0,0,0,0,0,841,841,0,74,0,0,281,0,Not in SSI-CAP,264,0,0,0,648,841,1,4250,1,1,1,95,1,0,0,1,0,64,Female,Black or African American,Eligible member of SNAP case under review and entitled to receive benefits,US-born citizen,High school graduate or GED,Not participating in E&T,Not in labor force and not looking for work,Not employed,0,0,0,0,0,0,841,0,0,0,"Federal exemption, physically or mentally unfit for employment",Not an able-bodied adult without dependents (ABAWD),Not in universe (AGEI not within the age range subject to time limits),0,5761 Lake Ln,Canton,MI,49388,Delilah,Martin,,,,,,,,,,,,,,,,,,,,,,,,,"Paycheck indicates bi-monthly, application says bi-weekly",Lease Ends Next Month
36,12,23,Not entitled to expedited service,0,0,822,Uses higher standard and does not receive LIHEAA assistance,Not prorated,0,315,550,No adjustment,0,Simplified reporting (exceeding 130% of income poverty guidelines),1,0,1741,176,0,921,0,1,2,34,1,281,23,0,176,550,193,919,624,Head of unit is a citizen,No children,0,0.1999999285,1236,1133,1473,AllDay Pharmacy,213 Main St,Ann Arbor,48105,0,0,880,0,0,0,0,0,0,831,0,0,0,0,0,0,30,0,0,0,0,0,880,861,1741,0,154,1,822,34,0,Not in SSI-CAP,289,264,0,0,550,919,1,4250,1,1,1,247,1,0,1,0,0,34,Male,White,Eligible member of SNAP case under review and entitled to receive benefits,US-born citizen,High school graduate or GED,Not participating in E&T,Employed by other,1â€“19 hours/week,880,0,0,0,831,0,30,0,0,0,Work registrant,Not an able-bodied adult without dependents (ABAWD),"Age within the range subject to time limits, but not adult without a disability in childless unit",1,4197 Sycamore Ln,Muskegon,MI,49261,Grayson,Morales,,,,,,,,,,,,,,,,,,,,,,,,,,
37,36,281,Not entitled to expedited service,0,0,0,Uses higher standard and does not receive LIHEAA assistance,Not prorated,0,450,1039,No adjustment,0,Other,1,0,857,0,0,921,0,0,3,281,1,281,23,0,0,1039,193,1232,624,Head of unit is a citizen,No children,0,0.1999999285,1371,1133,1473,TownSquare Cafe,324 Liberty St,Ann Arbor,48106,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,841,0,0,0,0,0,0,857,857,0,76,0,0,281,0,Not in SSI-CAP,0,0,0,0,664,857,1,4250,1,1,1,95,1,0,0,1,0,64,Female,Black or African American,Eligible member of SNAP case under review and entitled to receive benefits,US-born citizen,High school graduate or GED,Not participating in E&T,Not in labor force and not looking for work,Not employed,0,0,0,0,0,0,841,0,0,16,"Federal exemption, physically or mentally unfit for employment",Not an able-bodied adult without dependents (ABAWD),Not in universe (AGEI not within the age range subject to time limits),0,1847 Franklin Ct,Tecumseh,MI,49173,Brynlee,Ramirez,,,,,,,,,,,,,,,,,,,,,,,,,,
38,12,602,Not entitled to expedited service,0,0,333,Uses higher standard based on LIHEAA assistance,Not prorated,60,400,624,No adjustment,0,Simplified reporting (exceeding 130% of income poverty guidelines),3,60,1512,302,0,921,0,0,6,640,3,740,23,2,302,624,193,1179,624,Head of unit is a citizen,Child(ren) and one male adult,0,0.1999999285,1321,1920,2495,AllDay Pharmacy,213 Main St,Ann Arbor,48105,0,0,1512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1512,0,1512,0,79,1,333,640,0,Not in SSI-CAP,193,302,0,0,624,1179,0,2750,1,1,1,100,1,0,0,0,1,46,Male,Black or African American,Eligible member of SNAP case under review and entitled to receive benefits,US-born citizen,High school graduate or GED,Not participating in E&T,Employed by other,1â€“19 hours/week,1512,0,0,0,0,0,0,0,0,0,Work registrant,Not an able-bodied adult without dependents (ABAWD),"Age within the range subject to time limits, but not adult without a disability in childless unit",1,1288 Maple Pl,Howell,MI,49812,Adam,Moore,,,,,,,Lydia,Moore,10,Linda,Moore,3,,,,,,,,,,,,,,
39,36,136,Not entitled to expedited service,0,0,648,No utilities and no LIHEAA assistance,Not prorated,0,66,0,No adjustment,0,Other,1,0,841,0,0,0,0,0,16,86,1,281,23,0,0,0,193,193,624,Head of unit is a citizen,No children,0,0.1999999285,66,1133,1473,EasyWash Laundromat,435 Stadium Blvd,Ann Arbor,48107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,841,0,0,0,0,0,0,841,841,0,74,0,648,86,0,Not in SSI-CAP,193,0,0,0,0,193,1,4250,1,1,1,195,1,0,0,1,0,62,Male,Black or African American,Eligible member of SNAP case under review and entitled to receive benefits,US-born citizen,NA,Not participating in E&T,Not in labor force and not looking for work,Not employed,0,0,0,0,0,0,841,0,0,0,"Federal exemption, other",Not an able-bodied adult without dependents (ABAWD),Not in universe (AGEI not within the age range subject to time limits),0,4947 College Ln,Lansing,MI,49235,Dylan,Scott,,,,,,,,,,,,,,,,,,,,,,,,,,
40,12,597,Not entitled to expedited service,0,0,201,Uses higher standard and does not receive LIHEAA assistance,Not prorated,0,1400,1480,No adjustment,0,Simplified reporting (exceeding 130% of income poverty guidelines),3,0,1874,0,0,921,0,0,4,679,3,740,23,1,0,1481,193,1674,624,Head of unit is a citizen,Child(ren) with other multiple adults,0,0.1999999285,2321,1920,2495,Speedy Gas & Go,789 Grand River Ave,Detroit,48203,0,0,0,0,0,0,0,0,0,990,0,0,0,0,0,0,0,0,0,0,884,0,0,1874,1874,0,98,0,200,680,0,Not in SSI-CAP,290,0,0,0,1481,1674,0,4250,1,1,1,95,1,0,0,1,1,63,Male,White,Eligible member of SNAP case under review and entitled to receive benefits,US-born citizen,High school graduate or GED,Not participating in E&T,Not in labor force and not looking for work,Not employed,0,0,0,0,990,0,0,0,0,0,"Federal exemption, other",Not an able-bodied adult without dependents (ABAWD),Not in universe (AGEI not within the age range subject to time limits),0,8586 Sycamore St,Three Rivers,MI,48715,Aiden,Morris,Peyton,Jensen,22,,,,Adrian,Jensen,16,,,,,,,,,,,,,,,,,
41,36,281,Not entitled to expedited service,0,0,0,Uses higher standard based on LIHEAA assistance,Not prorated,0,169,756,No adjustment,0,Other,1,0,861,0,0,921,0,0,23,281,1,281,23,0,0,756,193,949,624,Head of unit is a citizen,No children,0,0.1999999285,1090,1133,1473,CareFirst Home Aides,546 Packard St,Ann Arbor,48108,0,0,0,0,0,0,0,0,0,494,0,0,0,0,0,0,367,0,0,0,0,0,0,861,861,0,76,0,0,281,0,Not in SSI-CAP,201,0,0,0,668,861,1,4250,1,1,1,95,1,0,0,1,0,85,Female,(Hispanic or Latino) and White,Eligible member of SNAP case under review and entitled to receive benefits,US-born citizen,NA,Not participating in E&T,Not in labor force and not looking for work,Not employed,0,0,0,0,494,0,367,0,0,0,"Federal exemption, other",Not an able-bodied adult without dependents (ABAWD),Not in universe (AGEI not within the age range subject to time limits),0,232 River St,Woodhaven,MI,49536,Anna,Rogers,,,,,,,,,,,,,,,,,,,,,,,,,,
42,12,516,Not entitled to expedited service,0,0,0,Uses higher standard and does not receive LIHEAA assistance,Not prorated,0,450,624,No adjustment,0,Simplified reporting (exceeding 130% of income poverty guidelines),4,0,1010,202,0,921,0,0,8,516,2,516,23,2,202,624,193,1019,624,Head of unit is a nonparticipating noncitizen,Child(ren) only,0,0.1999999285,1371,1526,1984,Self,,,,0,1010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1010,0,1010,0,66,1,0,516,0,Not in SSI-CAP,184,193,0,0,615,1010,0,2750,1,1,1,95,1,0,0,0,1,42,Female,(Hispanic or Latino) and White,Member is ineligible noncitizen and not participating in State-funded SNAP,Noncitizen legally in U.S. who does not meet one of the above codes and is not receiving SNAP benefits but whose income and resources must be considered in determining benefits,NA,Not participating in E&T,"Self-employed, nonfarming",1â€“19 hours/week,0,258,0,0,0,0,0,0,0,0,"Federal exemption, other",Not an able-bodied adult without dependents (ABAWD),NA,NA,1300 Walnut Dr,Iron Mountain,MI,48816,Riley,Morales,,,,,,,Jordan,Morales,11,Grace,Morales,4,,,,,,,,,,,,,,
43,12,76,Not entitled to expedited service,0,0,2376,Uses higher standard and does not receive LIHEAA assistance,Not prorated,0,1500,624,No adjustment,0,Simplified reporting (exceeding 130% of income poverty guidelines),2,0,3616,423,0,921,2,0,7,23,2,516,23,0,423,624,193,1240,624,Head of unit is a citizen,No children,0,0.1999999285,2421,1526,1984,Morning Brew Coffee,210 Monroe St,Grand Rapids,49503,0,1612,504,0,0,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2116,1500,3616,0,237,1,2376,23,1,Not in SSI-CAP,193,423,0,0,624,1240,0,2750,1,0,0,493,1,0,0,0,0,44,Female,Not recorded on application,Eligible member of SNAP case under review and entitled to receive benefits,US-born citizen,NA,Not participating in E&T,"Self-employed, nonfarming",20â€“29 hours/week,0,1612,0,0,0,0,0,0,0,0,Work registrant,ABAWD in a waived area,Adult without a disability in childless unit within the age range subject to time limits,1,8190 Birch Ave,White Lake,MI,48155,Maria,Ramirez,Gabriel,Weaver,22,,,,,,,,,,,,,,,,,,,,,,,
44,12,516,Not entitled to expedited service,0,0,0,Uses higher standard based on LIHEAA assistance,Not prorated,0,500,624,No adjustment,0,Simplified reporting (exceeding 130% of income poverty guidelines),2,0,0,0,0,921,0,0,2,516,2,516,23,1,0,624,193,817,624,Head of unit is a citizen,Child(ren) and one female adult,0,0.1999999285,1421,1526,1984,EasyWash Laundromat,435 Stadium Blvd,Ann Arbor,48107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,516,0,Not in SSI-CAP,0,0,0,0,0,0,0,2750,1,1,1,95,1,0,0,0,1,39,Female,Black or African American,Eligible member of SNAP case under review and entitled to receive benefits,Naturalized citizen,NA,Not participating in E&T,Unemployed and looking for work,Not employed,0,0,0,0,0,0,0,0,0,0,Work registrant,Not an able-bodied adult without dependents (ABAWD),"Age within the range subject to time limits, but not adult without a disability in childless unit",0,7914 Maple Rd,Mount Pleasant,MI,49253,Alexa,Jackson,,,,,,,Ivy,Jackson,10,,,,,,,,,,,,,,,,,
45,12,250,Not entitled to expedited service,0,108,1532,Uses higher standard and does not receive LIHEAA assistance,Not prorated,0,1500,624,Prorated benefit,99,Simplified reporting (exceeding 130% of income poverty guidelines),3,0,2892,435,0,921,0,0,0,148,3,740,23,2,434,624,193,1359,624,Head of unit is a citizen,Child(ren) and one female adult,0,0.1999999285,2421,1920,2495,EasyWash Laundromat,435 Stadium Blvd,Ann Arbor,48107,0,0,2174,718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2174,718,2892,0,151,1,1533,280,0,Not in SSI-CAP,193,434,108,0,624,1359,0,2750,1,0,1,460,1,0,0,0,1,32,Female,Not recorded on application,Eligible member of SNAP case under review and entitled to receive benefits,Naturalized citizen,NA,Not participating in E&T,Employed by other,30â€“39 hours/week,2174,0,0,0,0,0,0,0,0,0,Work registrant,Not an able-bodied adult without dependents (ABAWD),"Age within the range subject to time limits, but not adult without a disability in childless unit",1,5818 Elm Dr,Marquette,MI,48920,Stella,Collins,,,,,,,Marissa,Collins,12,Lydia,Collins,5,,,,,,,,,,,,,,
46,12,269,Not entitled to expedited service,0,0,1568,Uses higher standard based on LIHEAA assistance,Not prorated,0,1550,624,No adjustment,0,Simplified reporting (exceeding 130% of income poverty guidelines),3,0,2982,596,0,921,0,0,12,269,3,740,23,2,596,624,193,1413,624,Head of unit is a citizen,Child(ren) and one female adult,0,0.1999999285,2471,1920,2495,CareFirst Home Aides,546 Packard St,Ann Arbor,48108,0,0,2982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2982,0,2982,0,155,1,1569,269,0,Not in SSI-CAP,193,596,0,0,624,1413,0,2750,1,0,1,471,1,0,0,0,1,32,Female,(Hispanic or Latino) and White,Eligible member of SNAP case under review and entitled to receive benefits,US-born citizen,High school graduate or GED,Not participating in E&T,Employed by other,Full-time (40 hours or more),2982,0,0,0,0,0,0,0,0,0,"Federal exemption, working and/or earning the equivalent of 30 hours per week",Not an able-bodied adult without dependents (ABAWD),"Age within the range subject to time limits, but not adult without a disability in childless unit",1,7279 Walnut Ln,Zeeland,MI,49601,Camila,Johnson,,,,,,,Lincoln,Johnson,13,Scarlett,Johnson,6,,,,,,,,,,,,,,
47,12,281,Entitled to expedited service and received benefits within Federal time frame,0,0,0,No utilities and no LIHEAA assistance,Not prorated,0,0,0,No adjustment,0,Simplified reporting (exceeding 130% of income poverty guidelines),1,0,0,0,0,0,1,0,7,281,1,281,23,0,0,0,193,193,624,Head of unit is a citizen,No children,0,0.1999999285,0,1133,1473,Parkside Movie Theater,657 Plymouth Rd,Ann Arbor,48109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281,0,Not in SSI-CAP,0,0,0,0,0,0,0,2750,1,1,1,95,1,0,0,0,0,41,Male,Black or African American,Eligible member of SNAP case under review and entitled to receive benefits,US-born citizen,High school graduate or GED,Not participating in E&T,Unemployed and looking for work,Not employed,0,0,0,0,0,0,0,0,0,0,Work registrant,ABAWD in a waived area,Adult without a disability in childless unit within the age range subject to time limits,0,3870 Bay Rd,East Lansing,MI,48679,Jose,Morales,,,,,,,,,,,,,,,,,,,,,,,,,,
48,36,23,Not entitled to expedited service,0,0,957,Uses higher standard and does not receive LIHEAA assistance,Not prorated,0,94,358,No adjustment,0,Other,1,0,1508,0,0,921,0,1,24,23,1,281,23,0,0,358,193,551,624,Head of unit is a citizen,No children,0,0.1999999285,1015,1133,1473,QuickStop Liquors,768 State St,Ann Arbor,48110,0,0,0,0,0,0,0,0,0,1508,0,0,0,0,0,0,0,0,0,0,0,0,0,1508,1508,0,133,0,957,23,1,Not in SSI-CAP,290,0,0,0,358,551,0,4250,1,1,1,258,1,0,1,0,0,59,Female,Black or African American,Eligible member of SNAP case under review and entitled to receive benefits,US-born citizen,NA,Not participating in E&T,Not in labor force and not looking for work,Not employed,0,0,0,0,1508,0,0,0,0,0,"Federal exemption, physically or mentally unfit for employment",Not an able-bodied adult without dependents (ABAWD),Not in universe (AGEI not within the age range subject to time limits),0,4206 University Blvd,Brighton,MI,48380,Madelyn,Nguyen,,,,,,,,,,,,,,,,,,,,,,,,,,
